AD_ID,AD_TARGETING_INTERESTS,AD_CLICKS,AD_IMPRESSIONS,AD_TEXT,TARGETTING_GROUP
2466,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",572,3310,#blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #blackgirlmgic,Black
2467,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",549,5493,"Wow! What a great surprise for young black ballerinas from south side of Chicago! We mean it's the greatest surprise ever possible! Misty Copeland is more than ballerina! She symbolizes black excellence in dancing and ballet. Her example is inspiring. Misty's success tells all the black kids that we can achieve the greatness in occupations where our people have been absent for centuries! Misty teaches us that there is nothing impossible for black person if we work and study hard! Thank you, Misty! Thank you, Steve Harvey! This video is touching. Misty Copeland's BIG surprise!ll STEVE HARVEY",Black
2468,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",111,857,"The possible has been tried and failed. Now it's time to try the impossible. — Sun Ra, a man from Saturn #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #sunra #quotes #saturn #jazz #freejazz #music",Black
2469,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",201,1445,Slow Dance(1992) by Kerry James Marshall #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #blackart #art,Black
2471,"Martin Luther King, Jr.; My Black is Beautiful. Black is beautiful or Black Girls Rock!",177,1158,"It's really sad she have died too soon. Just like LeBron James, Serena Williams. Simone Biles and many other African American athletes Florence Griffith Joyner expanded horizons of human capabilities! #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #florencejoyner #sports #sport #runner #athlete",Black
2472,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",402,2589,"Shelden Gibbs is only 11-year-old but he's already started a fashion accessory line! Gibbs produces at least 5 original ties each day! His mom helps him. They called their company Classic Knot. Their customers are so happy to wear these ties that Classic Knot is going to hire some extra employees! By the way this business is not an obstacle for school. Shelden's classmates even offer their help too! ""I teach him the sky is the limit from here. Dream big, think big, don't think small or you'll always have small,"" said Shelden's mother Rhonda Woods and she's absolutely right! It's so good that kids are thinking of pleasing other people and supporting their families! Check Classic Knot website! www.classicknot.com #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #classicknot #buyblack",Black
2473,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",450,2841,Everyone needs family. At least one day a year! #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #halloween,Black
2474,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",907,5914,"It's hard to express how simple and deep this phrase is! Self-empowerment and self-identification is our way! We built America but white people invented their rules. Their system is not for us. Sometimes we can succeed in their game but it's better to concentrate on our own issues. When white people do something for us they see us as strangers anyway, we will always be ""others"" for them. Thankfully there were a lot of African Americans who devoted their lives to community. Let's join them! Let's build America again! We talk not only about houses and infrastructure. #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity",Black
2475,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",299,4450,Probably you remember Virginia McLaurin who visited the Obamas at the White House last year. She was 106-year-old at that moment. Later she celebrated her 107th birthday with the Harlem Globetrotters basketball team. It seems that Virginia and the team became friends because they celebrated her 108th birthday together! Virginia McLaurin celebrates 108th birthday with Harlem Globet...,Black
2476,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",141,942,"Drum and Spear Bookstore in Washington DC was opened by veteran members of the Student Nonviolent Coordinating Committee(SNCC) in summer of 1968. The shop was selling the books of black writers. The next year the owners of Drum and Spear launched its own publishing company. One of co-founders said ""We don't define profit in terms of money. The profit is the patronage of the community, which allows the store to self-support."" Drum and Spear was aimed to show people the true black culture and history, something beyond the American school program. It's reflected in the name of the shop: the drum is for ""communications within the diaspora,"" and the spear symbolizes ""whatever else might be necessary for the liberation of the people."" The best-sellers of early 70s in this shop were such books as the Autobiography of Malcolm X and Eldridge Cleaver's Soul on Ice. This bookstore inspired people around the country to open similar bookstores. Drum and Spear and many other stores were not only the shops, but a ""free spaces""for thinking black people where folks could meet and discuss the vital issues. Let's not forget our legacy! We need this drum and we need this spear today, in 2017. #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #drumandspear #blackpower",Black
2477,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",268,1827,"Leon Moss, 12, is Atlanta resident. His mother discovered Leon's talent when he was 9-year-old. She began to take him to local museums such as the Apex, the Sights and Sounds Black Cultural Museum and the Fernbank Museum of Natural History. To improve Leon's skills of painting he began to attend art classes of R. Gregory Christies. Non-profit organization the Southwest Atlanta Youth Business Organization(SWAYBO)also helped Leon in many ways. According to blacknews.com, the organization gave him lessons of ""poise and presentation, public speaking, sales and marketing at marketplaces and how to perform basic accounting formulas. With SWAYBO, Leon has met judges, successful business owners and other pillars of the Black community."" Now Moss makes illustrations and sells the copies of his works. The first book with his illustrations is As Big As God. That's what we call the support of family and the community! Good luck, Leon! We should believe in ourselves just like Leon's mother believed in him. Our roots are strong; just imagine how strong you can be if only you grow with your roots! #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #leonmoss #art #blackart",Black
